sequenceID,fold
376_chr17,3
376_chr2,4
376_chr3,5
376_chr4,6
377_chr1,1
377_chr11,2
377_chr17,3
377_chr2,4
377_chr3,5
377_chr4,6
378_chr1,1
378_chr11,2
378_chr17,3
378_chr2,4
378_chr3,5
378_chr4,6
379_chr1,1
379_chr11,2
379_chr17,3
379_chr2,4
379_chr3,5
379_chr4,6
37_chr1,1
37_chr11,2
37_chr17,3
37_chr2,4
37_chr3,5
37_chr4,6
380_chr1,1
380_chr11,2
380_chr17,3
380_chr2,4
380_chr3,5
380_chr4,6
381_chr1,1
381_chr11,2
381_chr17,3
381_chr2,4
381_chr3,5
381_chr4,6
382_chr1,1
382_chr11,2
382_chr17,3
382_chr2,4
382_chr3,5
382_chr4,6
383_chr1,1
383_chr11,2
383_chr17,3
383_chr2,4
383_chr3,5
383_chr4,6
384_chr1,1
384_chr11,2
384_chr17,3
384_chr2,4
384_chr3,5
384_chr4,6
385_chr1,1
385_chr11,2
385_chr17,3
385_chr2,4
385_chr3,5
385_chr4,6
386_chr1,1
386_chr11,2
386_chr17,3
386_chr2,4
386_chr3,5
386_chr4,6
387_chr1,1
387_chr11,2
387_chr17,3
387_chr2,4
387_chr3,5
387_chr4,6
388_chr1,1
388_chr11,2
388_chr17,3
388_chr2,4
388_chr3,5
388_chr4,6
389_chr1,1
389_chr11,2
389_chr17,3
389_chr2,4
389_chr3,5
389_chr4,6
38_chr1,1
38_chr17,3
38_chr2,4
38_chr3,5
38_chr4,6
390_chr1,1
390_chr11,2
390_chr17,3
390_chr2,4
390_chr3,5
390_chr4,6
391_chr1,1
391_chr11,2
391_chr17,3
391_chr2,4
391_chr3,5
391_chr4,6
392_chr1,1
392_chr11,2
392_chr17,3
392_chr2,4
392_chr3,5
392_chr4,6
393_chr1,1
393_chr11,2
393_chr17,3
393_chr2,4
393_chr3,5
393_chr4,6
394_chr1,1
394_chr11,2
394_chr17,3
394_chr2,4
394_chr3,5
394_chr4,6
395_chr1,1
395_chr11,2
395_chr17,3
395_chr2,4
395_chr3,5
395_chr4,6
396_chr1,1
396_chr11,2
396_chr17,3
396_chr2,4
396_chr3,5
396_chr4,6
397_chr1,1
397_chr11,2
397_chr17,3
397_chr2,4
397_chr3,5
397_chr4,6
398_chr1,1
398_chr11,2
398_chr17,3
398_chr2,4
398_chr3,5
398_chr4,6
399_chr1,1
399_chr11,2
399_chr17,3
399_chr2,4
399_chr3,5
399_chr4,6
39_chr1,1
39_chr11,2
39_chr17,3
39_chr2,4
39_chr3,5
39_chr4,6
400_chr1,1
400_chr11,2
400_chr17,3
400_chr2,4
400_chr3,5
400_chr4,6
401_chr1,1
401_chr11,2
401_chr17,3
401_chr2,4
401_chr3,5
401_chr4,6
402_chr1,1
402_chr11,2
402_chr17,3
402_chr2,4
402_chr3,5
402_chr4,6
403_chr1,1
403_chr11,2
403_chr17,3
403_chr2,4
403_chr3,5
403_chr4,6
405_chr1,1
405_chr11,2
405_chr17,3
405_chr2,4
405_chr3,5
405_chr4,6
406_chr1,1
406_chr11,2
406_chr17,3
406_chr2,4
406_chr3,5
406_chr4,6
407_chr1,1
407_chr11,2
407_chr17,3
407_chr2,4
407_chr3,5
407_chr4,6
408_chr1,1
408_chr11,2
408_chr17,3
408_chr2,4
408_chr3,5
408_chr4,6
409_chr1,1
409_chr11,2
409_chr17,3
409_chr2,4
409_chr3,5
409_chr4,6
40_chr1,1
40_chr11,2
40_chr17,3
40_chr2,4
40_chr3,5
40_chr4,6
410_chr1,1
410_chr11,2
410_chr17,3
410_chr2,4
410_chr3,5
410_chr4,6
411_chr1,1
411_chr11,2
411_chr17,3
411_chr2,4
411_chr3,5
411_chr4,6
412_chr1,1
412_chr11,2
412_chr17,3
412_chr2,4
412_chr3,5
412_chr4,6
413_chr1,1
413_chr11,2
413_chr17,3
413_chr2,4
413_chr3,5
413_chr4,6
414_chr1,1
414_chr11,2
414_chr17,3
414_chr2,4
414_chr3,5
414_chr4,6
415_chr1,1
415_chr11,2
415_chr17,3
415_chr2,4
415_chr3,5
415_chr4,6
416_chr1,1
416_chr11,2
416_chr17,3
416_chr2,4
416_chr3,5
416_chr4,6
417_chr1,1
417_chr11,2
417_chr17,3
417_chr2,4
417_chr3,5
417_chr4,6
418_chr1,1
418_chr11,2
418_chr17,3
418_chr2,4
418_chr3,5
418_chr4,6
419_chr1,1
419_chr11,2
419_chr2,4
419_chr3,5
419_chr4,6
41_chr1,1
41_chr11,2
41_chr17,3
41_chr2,4
41_chr3,5
41_chr4,6
420_chr1,1
420_chr11,2
420_chr17,3
420_chr2,4
420_chr3,5
420_chr4,6
421_chr1,1
421_chr11,2
421_chr17,3
421_chr2,4
421_chr3,5
421_chr4,6
422_chr1,1
422_chr11,2
422_chr17,3
422_chr2,4
422_chr3,5
422_chr4,6
423_chr1,1
423_chr11,2
423_chr17,3
423_chr2,4
423_chr3,5
423_chr4,6
424_chr1,1
424_chr11,2
424_chr17,3
424_chr2,4
424_chr3,5
424_chr4,6
425_chr1,1
425_chr11,2
425_chr17,3
425_chr2,4
425_chr3,5
425_chr4,6
427_chr1,1
427_chr11,2
427_chr17,3
427_chr2,4
427_chr3,5
427_chr4,6
428_chr1,1
428_chr11,2
428_chr17,3
428_chr2,4
428_chr3,5
428_chr4,6
429_chr1,1
429_chr11,2
429_chr17,3
429_chr2,4
429_chr3,5
429_chr4,6
42_chr1,1
42_chr11,2
42_chr17,3
42_chr2,4
42_chr3,5
42_chr4,6
430_chr1,1
430_chr11,2
430_chr17,3
430_chr2,4
430_chr3,5
430_chr4,6
431_chr1,1
431_chr11,2
431_chr17,3
431_chr2,4
431_chr3,5
431_chr4,6
432_chr1,1
432_chr11,2
432_chr17,3
432_chr2,4
432_chr3,5
432_chr4,6
433_chr1,1
433_chr11,2
433_chr17,3
433_chr2,4
433_chr3,5
433_chr4,6
434_chr1,1
434_chr11,2
434_chr17,3
434_chr2,4
434_chr3,5
434_chr4,6
435_chr1,1
435_chr11,2
435_chr17,3
435_chr2,4
435_chr3,5
435_chr4,6
436_chr1,1
436_chr11,2
436_chr17,3
436_chr2,4
436_chr3,5
436_chr4,6
437_chr1,1
437_chr11,2
437_chr17,3
437_chr2,4
437_chr3,5
437_chr4,6
438_chr1,1
438_chr11,2
438_chr17,3
438_chr2,4
438_chr3,5
438_chr4,6
439_chr1,1
439_chr11,2
439_chr17,3
439_chr2,4
439_chr3,5
439_chr4,6
43_chr1,1
43_chr11,2
43_chr17,3
43_chr2,4
43_chr3,5
43_chr4,6
440_chr1,1
440_chr11,2
440_chr17,3
440_chr2,4
440_chr3,5
440_chr4,6
441_chr1,1
441_chr17,3
441_chr2,4
441_chr3,5
441_chr4,6
442_chr1,1
442_chr11,2
442_chr17,3
442_chr2,4
442_chr3,5
442_chr4,6
443_chr1,1
443_chr11,2
443_chr17,3
443_chr2,4
443_chr3,5
443_chr4,6
444_chr1,1
444_chr11,2
444_chr17,3
444_chr2,4
444_chr3,5
444_chr4,6
445_chr1,1
445_chr11,2
445_chr17,3
445_chr2,4
445_chr3,5
445_chr4,6
446_chr1,1
446_chr11,2
446_chr17,3
446_chr2,4
446_chr3,5
446_chr4,6
447_chr1,1
447_chr11,2
447_chr17,3
447_chr2,4
447_chr3,5
447_chr4,6
448_chr1,1
448_chr11,2
448_chr17,3
448_chr2,4
448_chr3,5
448_chr4,6
449_chr1,1
449_chr11,2
449_chr17,3
449_chr2,4
449_chr3,5
449_chr4,6
44_chr1,1
44_chr11,2
44_chr17,3
44_chr2,4
44_chr3,5
44_chr4,6
450_chr1,1
450_chr11,2
450_chr17,3
450_chr2,4
450_chr3,5
450_chr4,6
451_chr1,1
451_chr11,2
451_chr17,3
451_chr2,4
451_chr3,5
451_chr4,6
452_chr1,1
452_chr11,2
452_chr17,3
452_chr2,4
452_chr3,5
452_chr4,6
453_chr1,1
453_chr11,2
453_chr17,3
453_chr2,4
453_chr3,5
453_chr4,6
454_chr1,1
454_chr11,2
454_chr17,3
454_chr2,4
454_chr3,5
454_chr4,6
455_chr1,1
455_chr11,2
455_chr17,3
455_chr2,4
455_chr3,5
455_chr4,6
456_chr1,1
456_chr11,2
456_chr17,3
456_chr2,4
456_chr3,5
456_chr4,6
457_chr1,1
457_chr11,2
457_chr17,3
457_chr2,4
457_chr3,5
457_chr4,6
458_chr1,1
458_chr11,2
458_chr17,3
458_chr2,4
458_chr3,5
458_chr4,6
459_chr1,1
459_chr11,2
459_chr17,3
459_chr2,4
459_chr3,5
459_chr4,6
45_chr1,1
45_chr11,2
45_chr17,3
45_chr2,4
45_chr3,5
45_chr4,6
460_chr1,1
460_chr11,2
460_chr17,3
460_chr2,4
460_chr3,5
460_chr4,6
462_chr1,1
462_chr11,2
462_chr17,3
462_chr2,4
462_chr3,5
462_chr4,6
463_chr1,1
463_chr11,2
463_chr17,3
463_chr2,4
463_chr3,5
463_chr4,6
464_chr1,1
464_chr11,2
464_chr17,3
464_chr2,4
464_chr3,5
464_chr4,6
465_chr1,1
465_chr11,2
465_chr17,3
465_chr2,4
465_chr3,5
465_chr4,6
466_chr1,1
466_chr11,2
466_chr17,3
466_chr2,4
466_chr3,5
466_chr4,6
468_chr1,1
468_chr11,2
468_chr17,3
468_chr2,4
468_chr3,5
468_chr4,6
469_chr1,1
469_chr11,2
469_chr17,3
469_chr2,4
469_chr3,5
469_chr4,6
46_chr1,1
46_chr11,2
46_chr17,3
46_chr2,4
46_chr3,5
46_chr4,6
470_chr1,1
470_chr11,2
470_chr17,3
470_chr2,4
470_chr3,5
470_chr4,6
471_chr1,1
471_chr11,2
471_chr17,3
471_chr2,4
471_chr3,5
471_chr4,6
472_chr1,1
472_chr11,2
472_chr17,3
472_chr2,4
472_chr3,5
472_chr4,6
473_chr1,1
473_chr11,2
473_chr17,3
473_chr2,4
473_chr3,5
473_chr4,6
474_chr1,1
474_chr11,2
474_chr17,3
474_chr2,4
474_chr3,5
474_chr4,6
475_chr1,1
475_chr11,2
475_chr17,3
475_chr2,4
475_chr3,5
475_chr4,6
476_chr1,1
476_chr11,2
476_chr17,3
476_chr2,4
476_chr3,5
476_chr4,6
477_chr1,1
477_chr11,2
477_chr17,3
477_chr2,4
477_chr3,5
477_chr4,6
478_chr1,1
478_chr11,2
478_chr17,3
478_chr2,4
478_chr3,5
478_chr4,6
479_chr1,1
479_chr11,2
479_chr17,3
479_chr2,4
479_chr3,5
479_chr4,6
47_chr1,1
47_chr11,2
47_chr17,3
47_chr2,4
47_chr3,5
47_chr4,6
480_chr1,1
480_chr11,2
480_chr17,3
480_chr2,4
480_chr3,5
480_chr4,6
481_chr1,1
481_chr11,2
481_chr17,3
481_chr2,4
481_chr3,5
481_chr4,6
482_chr1,1
482_chr11,2
482_chr17,3
482_chr2,4
482_chr3,5
482_chr4,6
483_chr1,1
483_chr11,2
483_chr17,3
483_chr2,4
483_chr3,5
483_chr4,6
484_chr1,1
484_chr11,2
484_chr17,3
484_chr2,4
484_chr3,5
484_chr4,6
485_chr1,1
485_chr11,2
485_chr17,3
485_chr2,4
485_chr3,5
485_chr4,6
486_chr1,1
486_chr11,2
486_chr17,3
486_chr2,4
486_chr3,5
486_chr4,6
487_chr1,1
487_chr11,2
487_chr17,3
487_chr2,4
487_chr3,5
488_chr1,1
488_chr11,2
488_chr17,3
488_chr2,4
488_chr3,5
488_chr4,6
489_chr1,1
489_chr11,2
489_chr17,3
489_chr2,4
489_chr3,5
489_chr4,6
48_chr1,1
48_chr11,2
48_chr17,3
48_chr2,4
48_chr3,5
48_chr4,6
490_chr1,1
490_chr11,2
490_chr17,3
490_chr2,4
490_chr3,5
490_chr4,6
491_chr1,1
491_chr11,2
491_chr17,3
491_chr2,4
491_chr3,5
491_chr4,6
492_chr1,1
492_chr11,2
492_chr17,3
492_chr2,4
492_chr3,5
492_chr4,6
493_chr1,1
493_chr11,2
493_chr17,3
493_chr2,4
493_chr3,5
493_chr4,6
494_chr1,1
494_chr11,2
494_chr17,3
494_chr2,4
494_chr3,5
494_chr4,6
495_chr1,1
495_chr11,2
495_chr2,4
495_chr3,5
495_chr4,6
496_chr1,1
496_chr11,2
496_chr17,3
496_chr2,4
496_chr3,5
496_chr4,6
498_chr1,1
498_chr11,2
498_chr17,3
498_chr2,4
498_chr3,5
498_chr4,6
499_chr1,1
499_chr11,2
499_chr17,3
499_chr2,4
499_chr3,5
499_chr4,6
49_chr1,1
49_chr11,2
49_chr17,3
49_chr2,4
49_chr3,5
49_chr4,6
4_chr1,1
4_chr11,2
4_chr17,3
4_chr2,4
4_chr3,5
4_chr4,6
501_chr1,1
501_chr11,2
501_chr17,3
501_chr2,4
501_chr3,5
501_chr4,6
503_chr1,1
503_chr11,2
503_chr17,3
503_chr2,4
503_chr3,5
503_chr4,6
504_chr1,1
504_chr11,2
504_chr17,3
504_chr2,4
504_chr3,5
504_chr4,6
505_chr1,1
505_chr11,2
505_chr17,3
505_chr2,4
505_chr3,5
505_chr4,6
506_chr1,1
506_chr11,2
506_chr17,3
506_chr2,4
506_chr3,5
506_chr4,6
507_chr1,1
507_chr11,2
507_chr17,3
507_chr2,4
507_chr3,5
507_chr4,6
508_chr1,1
508_chr11,2
508_chr17,3
508_chr2,4
508_chr3,5
508_chr4,6
509_chr1,1
509_chr11,2
509_chr17,3
509_chr2,4
509_chr3,5
509_chr4,6
50_chr1,1
50_chr11,2
50_chr17,3
50_chr2,4
50_chr3,5
50_chr4,6
510_chr1,1
510_chr11,2
510_chr17,3
510_chr2,4
510_chr3,5
510_chr4,6
511_chr1,1
511_chr11,2
511_chr17,3
511_chr2,4
511_chr3,5
511_chr4,6
512_chr1,1
512_chr11,2
512_chr17,3
512_chr2,4
512_chr3,5
512_chr4,6
513_chr1,1
513_chr11,2
513_chr17,3
513_chr2,4
513_chr3,5
513_chr4,6
515_chr1,1
515_chr11,2
515_chr17,3
515_chr2,4
515_chr3,5
515_chr4,6
516_chr1,1
516_chr11,2
516_chr17,3
516_chr2,4
516_chr3,5
516_chr4,6
519_chr1,1
519_chr11,2
519_chr17,3
519_chr2,4
519_chr3,5
519_chr4,6
51_chr1,1
51_chr11,2
51_chr17,3
51_chr2,4
51_chr3,5
51_chr4,6
520_chr1,1
520_chr11,2
520_chr17,3
520_chr2,4
520_chr3,5
520_chr4,6
521_chr1,1
521_chr11,2
521_chr17,3
521_chr2,4
521_chr3,5
521_chr4,6
522_chr1,1
522_chr11,2
522_chr17,3
522_chr2,4
522_chr3,5
522_chr4,6
523_chr1,1
523_chr11,2
523_chr17,3
523_chr2,4
523_chr3,5
523_chr4,6
524_chr1,1
524_chr11,2
524_chr17,3
524_chr2,4
524_chr3,5
524_chr4,6
525_chr1,1
525_chr11,2
525_chr17,3
525_chr2,4
525_chr3,5
525_chr4,6
526_chr1,1
526_chr11,2
526_chr17,3
526_chr2,4
526_chr3,5
526_chr4,6
527_chr1,1
527_chr11,2
527_chr17,3
527_chr2,4
527_chr3,5
527_chr4,6
528_chr1,1
528_chr11,2
528_chr17,3
528_chr2,4
528_chr3,5
528_chr4,6
529_chr1,1
529_chr11,2
529_chr17,3
529_chr2,4
529_chr3,5
529_chr4,6
52_chr1,1
52_chr11,2
52_chr17,3
52_chr2,4
52_chr3,5
52_chr4,6
530_chr1,1
530_chr11,2
530_chr17,3
530_chr2,4
530_chr3,5
530_chr4,6
531_chr1,1
531_chr11,2
531_chr17,3
531_chr2,4
531_chr3,5
531_chr4,6
532_chr1,1
532_chr11,2
532_chr17,3
532_chr2,4
532_chr3,5
532_chr4,6
533_chr1,1
533_chr11,2
533_chr17,3
533_chr2,4
533_chr3,5
533_chr4,6
534_chr1,1
534_chr11,2
534_chr17,3
534_chr2,4
534_chr3,5
534_chr4,6
535_chr1,1
535_chr11,2
535_chr17,3
535_chr2,4
535_chr3,5
535_chr4,6
536_chr1,1
536_chr11,2
536_chr17,3
536_chr2,4
536_chr3,5
536_chr4,6
537_chr1,1
537_chr11,2
537_chr17,3
537_chr2,4
537_chr3,5
537_chr4,6
538_chr1,1
538_chr11,2
538_chr17,3
538_chr2,4
538_chr3,5
538_chr4,6
539_chr1,1
539_chr11,2
539_chr17,3
539_chr2,4
539_chr3,5
539_chr4,6
53_chr1,1
53_chr11,2
53_chr17,3
53_chr2,4
53_chr3,5
53_chr4,6
540_chr1,1
540_chr11,2
540_chr17,3
540_chr2,4
540_chr3,5
540_chr4,6
541_chr1,1
541_chr11,2
541_chr17,3
541_chr2,4
541_chr3,5
541_chr4,6
542_chr1,1
542_chr11,2
542_chr17,3
542_chr2,4
542_chr3,5
542_chr4,6
543_chr1,1
543_chr11,2
543_chr17,3
543_chr2,4
543_chr3,5
543_chr4,6
544_chr1,1
544_chr11,2
544_chr17,3
544_chr2,4
544_chr3,5
544_chr4,6
545_chr1,1
545_chr11,2
545_chr17,3
545_chr2,4
545_chr3,5
545_chr4,6
546_chr1,1
546_chr11,2
546_chr17,3
546_chr2,4
546_chr3,5
546_chr4,6
547_chr1,1
547_chr11,2
547_chr17,3
547_chr2,4
547_chr3,5
547_chr4,6
548_chr1,1
548_chr11,2
548_chr17,3
548_chr2,4
548_chr3,5
548_chr4,6
54_chr1,1
54_chr11,2
54_chr17,3
54_chr2,4
54_chr3,5
54_chr4,6
550_chr1,1
550_chr11,2
550_chr17,3
550_chr2,4
550_chr3,5
550_chr4,6
551_chr1,1
551_chr11,2
551_chr17,3
551_chr2,4
551_chr3,5
551_chr4,6
552_chr1,1
552_chr11,2
552_chr17,3
552_chr2,4
552_chr3,5
552_chr4,6
553_chr1,1
553_chr11,2
553_chr17,3
553_chr2,4
553_chr3,5
553_chr4,6
554_chr1,1
554_chr11,2
554_chr17,3
554_chr2,4
554_chr3,5
554_chr4,6
555_chr1,1
555_chr11,2
555_chr17,3
555_chr2,4
555_chr3,5
555_chr4,6
556_chr1,1
556_chr11,2
556_chr17,3
556_chr2,4
556_chr3,5
556_chr4,6
557_chr1,1
557_chr11,2
557_chr17,3
557_chr2,4
557_chr3,5
557_chr4,6
558_chr1,1
558_chr11,2
558_chr17,3
558_chr2,4
558_chr3,5
558_chr4,6
559_chr1,1
559_chr11,2
559_chr17,3
559_chr2,4
559_chr3,5
559_chr4,6
55_chr1,1
55_chr11,2
55_chr17,3
55_chr2,4
55_chr3,5
55_chr4,6
560_chr1,1
560_chr11,2
560_chr17,3
560_chr2,4
560_chr3,5
560_chr4,6
561_chr1,1
561_chr11,2
561_chr17,3
561_chr2,4
561_chr3,5
561_chr4,6
563_chr1,1
563_chr11,2
563_chr17,3
563_chr2,4
563_chr3,5
563_chr4,6
564_chr1,1
564_chr11,2
564_chr17,3
564_chr2,4
564_chr3,5
564_chr4,6
565_chr1,1
565_chr11,2
565_chr17,3
565_chr2,4
565_chr3,5
565_chr4,6
566_chr1,1
566_chr11,2
566_chr17,3
566_chr2,4
566_chr3,5
566_chr4,6
567_chr1,1
567_chr11,2
567_chr17,3
567_chr2,4
567_chr3,5
567_chr4,6
568_chr1,1
568_chr11,2
568_chr17,3
568_chr2,4
568_chr3,5
568_chr4,6
569_chr1,1
569_chr11,2
569_chr17,3
569_chr2,4
569_chr3,5
569_chr4,6
56_chr1,1
56_chr11,2
56_chr17,3
56_chr2,4
56_chr3,5
56_chr4,6
570_chr1,1
570_chr11,2
570_chr17,3
570_chr2,4
570_chr3,5
570_chr4,6
571_chr1,1
571_chr11,2
571_chr17,3
571_chr2,4
571_chr3,5
571_chr4,6
572_chr1,1
572_chr11,2
572_chr17,3
572_chr2,4
572_chr3,5
572_chr4,6
573_chr1,1
573_chr11,2
573_chr17,3
573_chr2,4
573_chr3,5
573_chr4,6
574_chr1,1
574_chr11,2
574_chr17,3
574_chr2,4
574_chr3,5
574_chr4,6
575_chr1,1
575_chr11,2
575_chr17,3
575_chr2,4
575_chr3,5
575_chr4,6
576_chr1,1
576_chr11,2
576_chr17,3
576_chr2,4
576_chr3,5
576_chr4,6
577_chr1,1
577_chr11,2
577_chr17,3
577_chr2,4
577_chr3,5
577_chr4,6
578_chr1,1
578_chr11,2
578_chr17,3
578_chr2,4
578_chr3,5
578_chr4,6
579_chr1,1
579_chr11,2
579_chr17,3
579_chr2,4
579_chr3,5
579_chr4,6
57_chr1,1
57_chr11,2
57_chr2,4
57_chr3,5
57_chr4,6
580_chr1,1
580_chr11,2
580_chr17,3
580_chr2,4
580_chr3,5
580_chr4,6
581_chr1,1
581_chr11,2
581_chr17,3
581_chr2,4
581_chr3,5
581_chr4,6
582_chr1,1
582_chr11,2
582_chr17,3
582_chr2,4
582_chr3,5
582_chr4,6
583_chr1,1
583_chr11,2
583_chr17,3
583_chr2,4
583_chr3,5
583_chr4,6
584_chr1,1
584_chr11,2
584_chr17,3
584_chr2,4
584_chr3,5
584_chr4,6
585_chr1,1
585_chr11,2
585_chr17,3
585_chr2,4
585_chr3,5
585_chr4,6
586_chr1,1
586_chr11,2
586_chr17,3
586_chr2,4
586_chr3,5
586_chr4,6
587_chr1,1
587_chr11,2
587_chr17,3
587_chr2,4
587_chr3,5
587_chr4,6
588_chr1,1
588_chr11,2
588_chr17,3
588_chr2,4
588_chr3,5
588_chr4,6
589_chr1,1
589_chr11,2
589_chr17,3
589_chr2,4
589_chr3,5
589_chr4,6
58_chr1,1
58_chr11,2
58_chr17,3
58_chr2,4
58_chr3,5
58_chr4,6
590_chr1,1
590_chr11,2
590_chr17,3
590_chr2,4
590_chr3,5
590_chr4,6
591_chr1,1
591_chr11,2
591_chr17,3
591_chr2,4
591_chr3,5
591_chr4,6
592_chr1,1
592_chr11,2
592_chr17,3
592_chr2,4
592_chr3,5
592_chr4,6
593_chr1,1
593_chr11,2
593_chr17,3
593_chr2,4
593_chr3,5
593_chr4,6
594_chr1,1
594_chr11,2
594_chr17,3
594_chr2,4
594_chr3,5
594_chr4,6
596_chr1,1
596_chr11,2
596_chr17,3
596_chr2,4
596_chr3,5
596_chr4,6
597_chr1,1
597_chr11,2
597_chr17,3
597_chr2,4
597_chr3,5
597_chr4,6
598_chr1,1
598_chr11,2
598_chr17,3
598_chr2,4
598_chr3,5
598_chr4,6
599_chr1,1
599_chr11,2
599_chr17,3
599_chr2,4
599_chr3,5
599_chr4,6
5_chr1,1
5_chr11,2
5_chr17,3
5_chr2,4
5_chr3,5
5_chr4,6
601_chr1,1
601_chr11,2
601_chr17,3
601_chr2,4
601_chr3,5
601_chr4,6
602_chr1,1
602_chr11,2
602_chr17,3
602_chr2,4
602_chr3,5
602_chr4,6
603_chr1,1
603_chr11,2
603_chr17,3
603_chr2,4
603_chr3,5
603_chr4,6
60_chr1,1
60_chr11,2
60_chr17,3
60_chr2,4
60_chr3,5
60_chr4,6
61_chr1,1
61_chr11,2
61_chr17,3
61_chr2,4
61_chr3,5
61_chr4,6
62_chr1,1
62_chr11,2
62_chr17,3
62_chr2,4
62_chr3,5
62_chr4,6
63_chr1,1
63_chr11,2
63_chr17,3
63_chr2,4
63_chr3,5
63_chr4,6
64_chr1,1
64_chr11,2
64_chr17,3
64_chr2,4
64_chr3,5
64_chr4,6
65_chr1,1
65_chr11,2
65_chr17,3
65_chr2,4
65_chr3,5
65_chr4,6
66_chr1,1
66_chr11,2
66_chr17,3
66_chr2,4
66_chr3,5
66_chr4,6
67_chr1,1
67_chr11,2
67_chr17,3
67_chr2,4
67_chr3,5
67_chr4,6
68_chr1,1
68_chr11,2
68_chr17,3
68_chr2,4
68_chr3,5
68_chr4,6
69_chr1,1
69_chr11,2
69_chr17,3
69_chr2,4
69_chr3,5
69_chr4,6
6_chr1,1
6_chr11,2
6_chr17,3
6_chr2,4
6_chr3,5
6_chr4,6
70_chr1,1
70_chr11,2
70_chr17,3
70_chr2,4
70_chr3,5
70_chr4,6
72_chr1,1
72_chr11,2
72_chr17,3
72_chr2,4
72_chr3,5
72_chr4,6
73_chr1,1
73_chr11,2
73_chr17,3
73_chr2,4
73_chr3,5
73_chr4,6
74_chr1,1
74_chr11,2
74_chr17,3
74_chr2,4
74_chr3,5
74_chr4,6
75_chr1,1
75_chr11,2
75_chr17,3
75_chr2,4
75_chr3,5
75_chr4,6
76_chr1,1
76_chr11,2
76_chr17,3
76_chr2,4
76_chr3,5
76_chr4,6
77_chr1,1
77_chr11,2
77_chr17,3
77_chr2,4
77_chr3,5
77_chr4,6
78_chr1,1
78_chr11,2
78_chr17,3
78_chr2,4
78_chr3,5
78_chr4,6
79_chr11,2
79_chr17,3
79_chr2,4
79_chr3,5
79_chr4,6
7_chr1,1
7_chr11,2
7_chr17,3
7_chr2,4
7_chr3,5
7_chr4,6
80_chr1,1
80_chr11,2
80_chr17,3
80_chr2,4
80_chr3,5
80_chr4,6
81_chr1,1
81_chr11,2
81_chr17,3
81_chr2,4
81_chr3,5
81_chr4,6
82_chr1,1
82_chr11,2
82_chr17,3
82_chr2,4
82_chr3,5
82_chr4,6
83_chr1,1
83_chr11,2
83_chr17,3
83_chr2,4
83_chr3,5
83_chr4,6
84_chr1,1
84_chr11,2
84_chr17,3
84_chr2,4
84_chr3,5
84_chr4,6
85_chr1,1
85_chr11,2
85_chr17,3
85_chr2,4
85_chr3,5
85_chr4,6
86_chr1,1
86_chr11,2
86_chr17,3
86_chr2,4
86_chr3,5
86_chr4,6
87_chr1,1
87_chr11,2
87_chr17,3
87_chr2,4
87_chr3,5
87_chr4,6
88_chr1,1
88_chr11,2
88_chr17,3
88_chr2,4
88_chr3,5
88_chr4,6
89_chr1,1
89_chr11,2
89_chr17,3
89_chr2,4
89_chr3,5
89_chr4,6
8_chr1,1
8_chr11,2
8_chr17,3
8_chr2,4
8_chr3,5
8_chr4,6
91_chr1,1
91_chr11,2
91_chr17,3
91_chr2,4
91_chr3,5
91_chr4,6
92_chr1,1
92_chr11,2
92_chr17,3
92_chr2,4
92_chr3,5
92_chr4,6
93_chr1,1
93_chr11,2
93_chr17,3
93_chr2,4
93_chr3,5
93_chr4,6
94_chr1,1
94_chr11,2
94_chr17,3
94_chr2,4
94_chr3,5
94_chr4,6
95_chr1,1
95_chr11,2
95_chr17,3
95_chr2,4
95_chr3,5
95_chr4,6
96_chr1,1
96_chr11,2
96_chr17,3
96_chr2,4
96_chr3,5
96_chr4,6
97_chr1,1
97_chr11,2
97_chr17,3
97_chr2,4
97_chr3,5
97_chr4,6
98_chr1,1
98_chr11,2
98_chr17,3
98_chr2,4
98_chr3,5
98_chr4,6
99_chr1,1
99_chr11,2
99_chr17,3
99_chr2,4
99_chr3,5
99_chr4,6
9_chr1,1
9_chr11,2
9_chr17,3
9_chr2,4
9_chr3,5
9_chr4,6
