sequenceID,n.segments,possible.fp,fp,possible.fn,fn,labels,errors,min.log.lambda,max.log.lambda,loss
158_chr17,18,1,1,0,0,1,1,-3.11084244948058,-3.0621971630898,1.25142546464637
158_chr17,19,1,1,0,0,1,1,-3.18834052190853,-3.11084244948058,1.20686206753508
158_chr17,20,1,1,0,0,1,1,-Inf,-3.18834052190853,1.16562181605589
159_chr1,1,1,0,0,0,1,0,-2.5282153577819,Inf,2.70795551988717
159_chr1,3,1,1,0,0,1,1,-2.84648535389083,-2.5282153577819,2.54835289975325
159_chr1,4,1,1,0,0,1,1,-3.04127321868543,-2.84648535389083,2.49030491887433
159_chr1,7,1,1,0,0,1,1,-3.04824166076681,-3.04127321868543,2.34698284694975
159_chr1,9,1,1,0,0,1,1,-3.21829295094915,-3.04824166076681,2.25209830554974
159_chr1,10,1,1,0,0,1,1,-3.2310164527933,-3.21829295094915,2.21207498379682
159_chr1,12,1,1,0,0,1,1,-3.30941468718813,-3.2310164527933,2.13304036202427
159_chr1,14,1,1,0,0,1,1,-3.53757014038594,-3.30941468718813,2.05996525523556
159_chr1,16,1,1,0,0,1,1,-3.60614102682312,-3.53757014038594,2.00179743300784
159_chr1,17,1,1,0,0,1,1,-3.60913750585475,-3.60614102682312,1.97464099210706
159_chr1,19,1,1,0,0,1,1,-3.70053656617572,-3.60913750585475,1.92049061412573
159_chr1,20,1,1,0,0,1,1,-Inf,-3.70053656617572,1.89578034990508
159_chr2,1,1,0,0,0,1,0,-2.95181746363442,Inf,1.42095256189532
159_chr2,3,1,1,0,0,1,1,-3.06072434103734,-2.95181746363442,1.31646322824038
159_chr2,5,1,1,0,0,1,1,-3.25323048697515,-3.06072434103734,1.22275573856937
159_chr2,6,1,1,0,0,1,1,-3.40073733515806,-3.25323048697515,1.184106588204
159_chr2,8,1,1,0,0,1,1,-3.51849064438436,-3.40073733515806,1.11740924471455
159_chr2,10,1,1,0,0,1,1,-3.5793304983998,-3.51849064438436,1.05812095476537
159_chr2,12,1,1,0,0,1,1,-3.74115884160463,-3.5793304983998,1.00233222010811
159_chr2,15,1,1,0,0,1,1,-3.82906732896539,-3.74115884160463,0.931152444612074
159_chr2,17,1,1,0,0,1,1,-3.98714207601889,-3.82906732896539,0.887692698602506
159_chr2,19,1,1,0,0,1,1,-4.02071260402821,-3.98714207601889,0.850587377564906
159_chr2,20,1,1,0,0,1,1,-Inf,-4.02071260402821,0.832647201423322
159_chr3,1,1,0,0,0,1,0,-2.06965011601541,Inf,1.81536004441584
159_chr3,3,1,1,0,0,1,1,-2.16414508423168,-2.06965011601541,1.56290016478824
159_chr3,4,1,1,0,0,1,1,-2.34753496506714,-2.16414508423168,1.44805208671624
159_chr3,5,1,1,0,0,1,1,-2.40811218438625,-2.34753496506714,1.35244754619563
159_chr3,7,1,1,0,0,1,1,-2.76769195097422,-2.40811218438625,1.17247752733068
159_chr3,9,1,1,0,0,1,1,-2.90328670270482,-2.76769195097422,1.04686392982526
159_chr3,11,1,1,0,0,1,1,-3.11564606508844,-2.90328670270482,0.937178585911831
159_chr3,12,1,1,0,0,1,1,-3.30061616189915,-3.11564606508844,0.892828740908685
159_chr3,14,1,1,0,0,1,1,-3.4586434202763,-3.30061616189915,0.819107844111129
159_chr3,16,1,1,0,0,1,1,-3.52466934991604,-3.4586434202763,0.756162988252021
159_chr3,17,1,1,0,0,1,1,-3.7868572487357,-3.52466934991604,0.726701441030181
159_chr3,18,1,1,0,0,1,1,-4.02304574370479,-3.7868572487357,0.704034715118699
159_chr3,19,1,1,0,0,1,1,-4.05508629790716,-4.02304574370479,0.686136347122789
159_chr3,20,1,1,0,0,1,1,-Inf,-4.05508629790716,0.668802362890432
159_chr4,1,1,0,0,0,1,0,-2.17526763516045,Inf,2.37494322625343
159_chr4,3,1,0,0,0,1,0,-2.192494759348,-2.17526763516045,2.14778772184791
159_chr4,4,1,1,0,0,1,1,-2.3679093937577,-2.192494759348,2.03614983059975
159_chr4,5,1,1,0,0,1,1,-2.43291788851709,-2.3679093937577,1.94247346850432
159_chr4,7,1,1,0,0,1,1,-2.54726295019811,-2.43291788851709,1.76691281784178
159_chr4,9,1,1,0,0,1,1,-2.60021169497188,-2.54726295019811,1.61032147354427
159_chr4,11,1,1,0,0,1,1,-2.96866001407005,-2.60021169497188,1.46180576047339
159_chr4,13,1,1,0,0,1,1,-2.99144636993352,-2.96866001407005,1.35906155622209
159_chr4,17,1,1,0,0,1,1,-3.03356268829089,-2.99144636993352,1.15820253597394
159_chr4,19,1,1,0,0,1,1,-3.133481104499,-3.03356268829089,1.06191491430767
159_chr4,20,1,1,0,0,1,1,-Inf,-3.133481104499,1.01834903869465
159_chr11,1,1,0,0,0,1,0,-2.89075310878418,Inf,0.980384327321831
159_chr11,3,1,0,0,0,1,0,-3.21398400729557,-2.89075310878418,0.869315580453276
159_chr11,5,1,1,0,0,1,1,-3.23426313392661,-3.21398400729557,0.78892327628958
159_chr11,6,1,1,0,0,1,1,-3.29457271097837,-3.23426313392661,0.74953405746145
159_chr11,8,1,1,0,0,1,1,-3.72023067219331,-3.29457271097837,0.675366283060951
159_chr11,9,1,1,0,0,1,1,-3.88884342376708,-3.72023067219331,0.651137904673085
159_chr11,11,1,1,0,0,1,1,-4.01589053902794,-3.88884342376708,0.610199892034963
159_chr11,13,1,1,0,0,1,1,-4.06371981296576,-4.01589053902794,0.574146104538982
159_chr11,16,1,1,0,0,1,1,-4.12292354514811,-4.06371981296576,0.522591178999063
159_chr11,19,1,1,0,0,1,1,-4.27897111296226,-4.12292354514811,0.473999902324534
159_chr11,20,1,1,0,0,1,1,-Inf,-4.27897111296226,0.460142990372972
159_chr17,1,1,0,0,0,1,0,-1.88845071461476,Inf,1.72828133517845
159_chr17,3,1,1,0,0,1,1,-2.73675360311068,-1.88845071461476,1.42566924801184
159_chr17,4,1,1,0,0,1,1,-2.74837715642156,-2.73675360311068,1.36088893952044
159_chr17,6,1,1,0,0,1,1,-2.78577495088021,-2.74837715642156,1.23282555881605
159_chr17,8,1,1,0,0,1,1,-2.7889995373992,-2.78577495088021,1.10946301771613
159_chr17,10,1,1,0,0,1,1,-2.78922531039571,-2.7889995373992,0.986497629132736
159_chr17,12,1,1,0,0,1,1,-3.3697413992414,-2.78922531039571,0.863559999679838
159_chr17,15,1,1,0,0,1,1,-3.61448056486013,-3.3697413992414,0.76036440464053
159_chr17,16,1,1,0,0,1,1,-3.76519749836354,-3.61448056486013,0.733433494194592
159_chr17,18,1,1,0,0,1,1,-3.9259491227133,-3.76519749836354,0.687107419951382
159_chr17,20,1,1,0,0,1,1,-Inf,-3.9259491227133,0.647660603850662
160_chr1,1,1,0,0,0,1,0,-2.79847615659388,Inf,3.2921101741573
160_chr1,3,1,1,0,0,1,1,-2.81649565198932,-2.79847615659388,3.17030457760223
160_chr1,5,1,1,0,0,1,1,-2.82431288868098,-2.81649565198932,3.05067419940695
160_chr1,8,1,1,0,0,1,1,-2.98265693171248,-2.82431288868098,2.87262593195936
160_chr1,10,1,1,0,0,1,1,-3.11216527520791,-2.98265693171248,2.77130981216789
160_chr1,12,1,1,0,0,1,1,-3.1313975163098,-3.11216527520791,2.68230083921601
160_chr1,14,1,1,0,0,1,1,-3.14462774511318,-3.1313975163098,2.59498735203652
160_chr1,15,1,1,0,0,1,1,-3.15515634839974,-3.14462774511318,2.55190439313241
160_chr1,17,1,1,0,0,1,1,-3.26032869306428,-3.15515634839974,2.4666409229964
160_chr1,19,1,1,0,0,1,1,-3.34739007923738,-3.26032869306428,2.38988935881465
160_chr1,20,1,1,0,0,1,1,-Inf,-3.34739007923738,2.35471331773377
160_chr2,1,1,0,0,0,1,0,-1.88731770384107,Inf,2.19323039113797
160_chr2,3,1,1,0,0,1,1,-2.32467087052491,-1.88731770384107,1.89027524690937
160_chr2,4,1,1,0,0,1,1,-2.6233697162586,-2.32467087052491,1.79245961414757
160_chr2,5,1,1,0,0,1,1,-3.09512603276726,-2.6233697162586,1.71990166343676
160_chr2,8,1,1,0,0,1,1,-3.17751886921806,-3.09512603276726,1.58409374338263
160_chr2,10,1,1,0,0,1,1,-3.26323248666402,-3.17751886921806,1.5007158180287
160_chr2,11,1,1,0,0,1,1,-3.31861502667065,-3.26323248666402,1.46245130965211
160_chr2,13,1,1,0,0,1,1,-3.46224805500842,-3.31861502667065,1.39004543534988
160_chr2,15,1,1,0,0,1,1,-3.57481621959403,-3.46224805500842,1.32732706426174
160_chr2,16,1,1,0,0,1,1,-3.59059925838214,-3.57481621959403,1.29930648932805
160_chr2,18,1,1,0,0,1,1,-3.60665221119904,-3.59059925838214,1.24414289563436
160_chr2,19,1,1,0,0,1,1,-3.69037919938198,-3.60665221119904,1.21700033313436
160_chr2,20,1,1,0,0,1,1,-Inf,-3.69037919938198,1.19203779866466
160_chr3,1,1,0,0,0,1,0,-1.92791242581336,Inf,2.86965630859375
160_chr3,3,1,0,0,0,1,0,-2.2645019781184,-1.92791242581336,2.57875326337041
160_chr3,6,1,1,0,0,1,1,-2.36692420193558,-2.2645019781184,2.26710799222531
160_chr3,8,1,1,0,0,1,1,-2.41548703654775,-2.36692420193558,2.07957059871032
160_chr3,9,1,1,0,0,1,1,-2.79097596096568,-2.41548703654775,1.99024677435134
160_chr3,11,1,1,0,0,1,1,-2.90582494260775,-2.79097596096568,1.86752417745117
160_chr3,12,1,1,0,0,1,1,-3.05764420362688,-2.90582494260775,1.81282053283578
160_chr3,14,1,1,0,0,1,1,-3.09227451834508,-3.05764420362688,1.71882396625043
160_chr3,16,1,1,0,0,1,1,-3.13334968913617,-3.09227451834508,1.62802681227827
160_chr3,19,1,1,0,0,1,1,-3.17772486703944,-3.13334968913617,1.49731200863455
160_chr3,20,1,1,0,0,1,1,-Inf,-3.17772486703944,1.4556316329086
160_chr4,1,1,0,0,0,1,0,-2.6472550198107,Inf,1.02951126793249
160_chr4,3,1,0,0,0,1,0,-2.66943528508821,-2.6472550198107,0.887820436612824
160_chr4,5,1,0,0,0,1,0,-2.76381474229633,-2.66943528508821,0.749237748376623
160_chr4,7,1,0,0,0,1,0,-3.63994538455126,-2.76381474229633,0.62313617536075
160_chr4,8,1,1,0,0,1,1,-3.79719413177014,-3.63994538455126,0.596882397572362
160_chr4,10,1,1,0,0,1,1,-3.84858472496894,-3.79719413177014,0.552015138696361
160_chr4,12,1,1,0,0,1,1,-4.19297918539921,-3.84858472496894,0.509395389816809
160_chr4,14,1,1,0,0,1,1,-4.20011126942486,-4.19297918539921,0.479192932954064
160_chr4,17,1,1,0,0,1,1,-4.24834789630713,-4.20011126942486,0.434211207861778
160_chr4,19,1,1,0,0,1,1,-4.45794688417331,-4.24834789630713,0.405635569101831
160_chr4,20,1,1,0,0,1,1,-Inf,-4.45794688417331,0.394049442557291
160_chr11,1,1,0,0,0,1,0,-2.18864417486378,Inf,0.732454846733668
160_chr11,3,1,1,0,0,1,1,-2.92778652912587,-2.18864417486378,0.508317664591837
160_chr11,4,1,1,0,0,1,1,-3.34096626262793,-2.92778652912587,0.454802302753226
160_chr11,6,1,1,0,0,1,1,-3.79685782254594,-3.34096626262793,0.383996837050278
160_chr11,8,1,1,0,0,1,1,-4.11702854242419,-3.79685782254594,0.339114486363636
160_chr11,9,1,1,0,0,1,1,-4.34969369039755,-4.11702854242419,0.322821630249138
160_chr11,11,1,1,0,0,1,1,-4.48387087695084,-4.34969369039755,0.297000096915804
160_chr11,13,1,1,0,0,1,1,-4.55704364554099,-4.48387087695084,0.274420841504549
160_chr11,14,1,1,0,0,1,1,-4.63159748183535,-4.55704364554099,0.263927807242064
160_chr11,16,1,1,0,0,1,1,-4.87202211609205,-4.63159748183535,0.244449430257937
160_chr11,18,1,1,0,0,1,1,-4.99922677330132,-4.87202211609205,0.229133701198107
160_chr11,20,1,1,0,0,1,1,-Inf,-4.99922677330132,0.21564738324939
160_chr17,1,1,0,0,0,1,0,-1.88872222310863,Inf,1.87547581914894
160_chr17,3,1,1,0,0,1,1,-1.90541945069999,-1.88872222310863,1.57294588258154
160_chr17,5,1,1,0,0,1,1,-2.21863240260814,-1.90541945069999,1.27542541868048
160_chr17,7,1,1,0,0,1,1,-3.08164992979745,-2.21863240260814,1.05790993073593
160_chr17,8,1,1,0,0,1,1,-3.11612717110134,-3.08164992979745,1.01202644111158
160_chr17,10,1,1,0,0,1,1,-3.29387521986225,-3.11612717110134,0.923369414795787
160_chr17,12,1,1,0,0,1,1,-3.30894141295437,-3.29387521986225,0.849149890986263
160_chr17,13,1,1,0,0,1,1,-3.40046661068279,-3.30894141295437,0.812595041216678
160_chr17,17,1,1,0,0,1,1,-3.43089343427605,-3.40046661068279,0.679164236142341
160_chr17,19,1,1,0,0,1,1,-3.88964696907776,-3.43089343427605,0.61444819995813
160_chr17,20,1,1,0,0,1,1,-Inf,-3.88964696907776,0.593995634806615
161_chr1,1,0,0,1,1,1,1,3.62253148385618,Inf,52.5212405876027
161_chr1,2,0,0,1,0,1,0,1.59655548547598,3.62253148385618,15.0890335771302
161_chr1,4,0,0,1,0,1,0,-1.08084187493951,1.59655548547598,5.21703161385675
161_chr1,6,0,0,1,0,1,0,-1.33711239154361,-1.08084187493951,4.53841211587013
161_chr1,8,0,0,1,0,1,0,-1.68222466792348,-1.33711239154361,4.01320637772951
161_chr1,10,0,0,1,0,1,0,-1.98653906871812,-1.68222466792348,3.64128674435458
161_chr1,12,0,0,1,0,1,0,-2.05932922186668,-1.98653906871812,3.36694806728095
161_chr1,14,0,0,1,0,1,0,-2.14015378971009,-2.05932922186668,3.11186908345941
161_chr1,15,0,0,1,0,1,0,-2.44331327442148,-2.14015378971009,2.99423233315055
161_chr1,17,0,0,1,0,1,0,-2.71366277511763,-2.44331327442148,2.82048725008858
161_chr1,19,0,0,1,0,1,0,-2.78350000659817,-2.71366277511763,2.68790016381491
161_chr1,20,0,0,1,0,1,0,-Inf,-2.78350000659817,2.62607841207836
161_chr2,1,0,0,1,1,1,1,4.79404057994266,Inf,313.948137785103
161_chr2,3,0,0,1,0,1,0,3.21429039044048,4.79404057994266,72.371259141491
161_chr2,5,0,0,1,0,1,0,1.94926473684847,3.21429039044048,22.600006010187
161_chr2,7,0,0,1,0,1,0,1.47211662258694,1.94926473684847,8.55296292011066
161_chr2,8,0,0,1,0,1,0,-0.61544627427282,1.47211662258694,4.19451234035008
161_chr2,10,0,0,1,0,1,0,-1.06930498933108,-0.61544627427282,3.11371299031785
161_chr2,12,0,0,1,0,1,0,-2.18726392641825,-1.06930498933108,2.42721900059699
161_chr2,14,0,0,1,0,1,0,-2.23720920783392,-2.18726392641825,2.20277223985938
161_chr2,16,0,0,1,0,1,0,-2.44478797042389,-2.23720920783392,1.98926019405465
161_chr2,17,0,0,1,0,1,0,-2.44711694976239,-2.44478797042389,1.90251566869771
161_chr2,18,0,0,1,0,1,0,-2.48231422177109,-2.44711694976239,1.81597293447315
161_chr2,19,0,0,1,0,1,0,-2.76288334305587,-2.48231422177109,1.73242328520114
161_chr2,20,0,0,1,0,1,0,-Inf,-2.76288334305587,1.66931374588162
161_chr3,1,1,0,0,0,1,0,-2.25317160045366,Inf,1.56020002988386
161_chr3,2,1,1,0,0,1,1,-2.6102941721088,-2.25317160045366,1.45513456000241
161_chr3,4,1,1,0,0,1,1,-2.94121808591708,-2.6102941721088,1.30810872973706
161_chr3,5,1,1,0,0,1,1,-3.02734836546538,-2.94121808591708,1.25530735679498
161_chr3,6,1,1,0,0,1,1,-3.22703235701106,-3.02734836546538,1.20686343324643
161_chr3,7,1,1,0,0,1,1,-3.22852777338689,-3.22703235701106,1.16718836756209
161_chr3,8,1,1,0,0,1,1,-3.23264961663243,-3.22852777338689,1.12757258828071
161_chr3,11,1,1,0,0,1,1,-3.24501327183877,-3.23264961663243,1.00921411233511
161_chr3,12,1,1,0,0,1,1,-3.54722224098329,-3.24501327183877,0.9702460651589
161_chr3,13,1,1,0,0,1,1,-3.64035511682407,-3.54722224098329,0.941441524456307
161_chr3,14,1,1,0,0,1,1,-3.64553326152492,-3.64035511682407,0.915198501484513
161_chr3,17,1,1,0,0,1,1,-3.74093310420718,-3.64553326152492,0.836876049411161
161_chr3,20,1,1,0,0,1,1,-Inf,-3.74093310420718,0.765680204164145
161_chr4,1,1,0,0,0,1,0,-1.24947987730595,Inf,2.41470790910019
161_chr4,3,1,0,0,0,1,0,-1.33741934291869,-1.24947987730595,1.84140020256531
161_chr4,5,1,0,0,0,1,0,-1.70879797141474,-1.33741934291869,1.31635565230852
161_chr4,6,1,1,0,0,1,1,-2.8372163344019,-1.70879797141474,1.13527232312218
161_chr4,8,1,1,0,0,1,1,-2.99645422309787,-2.8372163344019,1.01809526301156
161_chr4,9,1,1,0,0,1,1,-3.26220531286995,-2.99645422309787,0.968131347461613
161_chr4,10,1,1,0,0,1,1,-3.29204038663869,-3.26220531286995,0.929827514591688
161_chr4,12,1,1,0,0,1,1,-3.38566010228654,-3.29204038663869,0.85547168532339
161_chr4,13,1,1,0,0,1,1,-3.399136627451,-3.38566010228654,0.821616398307677
161_chr4,16,1,1,0,0,1,1,-3.4932684284198,-3.399136627451,0.721410110405233
161_chr4,17,1,1,0,0,1,1,-3.67015933905971,-3.4932684284198,0.691008765414116
161_chr4,19,1,1,0,0,1,1,-3.91129292855142,-3.67015933905971,0.640063943667499
161_chr4,20,1,1,0,0,1,1,-Inf,-3.91129292855142,0.620049336798545
161_chr17,1,0,0,1,1,1,1,1.55058123228696,Inf,7.28891028620689
161_chr17,2,0,0,1,0,1,0,-1.18157722854604,1.55058123228696,2.57470084903247
161_chr17,4,0,0,1,0,1,0,-2.0141961525175,-1.18157722854604,1.96111190542624
161_chr17,6,0,0,1,0,1,0,-2.05784414178577,-2.0141961525175,1.69425667398228
161_chr17,8,0,0,1,0,1,0,-2.23517539971725,-2.05784414178577,1.4387985960199
161_chr17,9,0,0,1,0,1,0,-2.62661747598859,-2.23517539971725,1.33182523091039
161_chr17,12,0,0,1,0,1,0,-2.88740494416647,-2.62661747598859,1.11485718438527
161_chr17,14,0,0,1,0,1,0,-2.89175893095693,-2.88740494416647,1.00341593782115
161_chr17,15,0,0,1,0,1,0,-2.90778925173661,-2.89175893095693,0.94793739400898
161_chr17,17,0,0,1,0,1,0,-2.95251322131675,-2.90778925173661,0.838744803578769
161_chr17,18,0,0,1,0,1,0,-2.9537886703414,-2.95251322131675,0.786536473737272
161_chr17,19,0,0,1,0,1,0,-3.03895731205656,-2.9537886703414,0.734394690511719
161_chr17,20,0,0,1,0,1,0,-Inf,-3.03895731205656,0.686509898142928
162_chr1,1,1,0,0,0,1,0,0.409626735280463,Inf,3.31822219913181
162_chr1,2,1,0,0,0,1,0,-1.64594626915184,0.409626735280463,1.81196675098011
162_chr1,3,1,1,0,0,1,1,-2.87564692041735,-1.64594626915184,1.61913674363352
162_chr1,5,1,1,0,0,1,1,-3.06692737698889,-2.87564692041735,1.50637743452559
162_chr1,7,1,1,0,0,1,1,-3.22937577850428,-3.06692737698889,1.41324941668159
162_chr1,11,1,1,0,0,1,1,-3.26770072903777,-3.22937577850428,1.25492062012998
162_chr1,13,1,1,0,0,1,1,-3.52194044892344,-3.26770072903777,1.17873279075068
162_chr1,15,1,1,0,0,1,1,-3.56487428623105,-3.52194044892344,1.11964868141917
162_chr1,16,1,1,0,0,1,1,-3.6163799867538,-3.56487428623105,1.09134813839067
162_chr1,18,1,1,0,0,1,1,-3.70154082870424,-3.6163799867538,1.03758852672069
162_chr1,19,1,1,0,0,1,1,-4.00374516255509,-3.70154082870424,1.01290306563595
162_chr1,20,1,1,0,0,1,1,-Inf,-4.00374516255509,0.994655893502565
162_chr2,1,1,0,0,0,1,0,-0.825928142992342,Inf,1.91121707933328
162_chr2,3,1,0,0,0,1,0,-2.8213399309811,-0.825928142992342,1.03556020647739
162_chr2,5,1,0,0,0,1,0,-3.1696635970163,-2.8213399309811,0.916507949788473
162_chr2,7,1,1,0,0,1,1,-3.20314347293604,-3.1696635970163,0.832472488956307
162_chr2,8,1,1,0,0,1,1,-3.3564504461031,-3.20314347293604,0.791838218679549
162_chr2,11,1,1,0,0,1,1,-3.55110876086692,-3.3564504461031,0.687261900585053
162_chr2,12,1,1,0,0,1,1,-4.00061707810554,-3.55110876086692,0.658569092037375
162_chr2,13,1,1,0,0,1,1,-4.00691905257694,-4.00061707810554,0.640264751841941
162_chr2,15,1,1,0,0,1,1,-4.20009453950703,-4.00691905257694,0.603886052990294
162_chr2,17,1,1,0,0,1,1,-4.2200992417067,-4.20009453950703,0.573897734564197
162_chr2,19,1,1,0,0,1,1,-4.44461699308346,-4.2200992417067,0.544503362846766
162_chr2,20,1,1,0,0,1,1,-Inf,-4.44461699308346,0.53276176056204
162_chr3,1,0,0,1,1,1,1,1.72427994075206,Inf,8.40592077437976
162_chr3,2,0,0,1,0,1,0,0.147899912505997,1.72427994075206,2.7974396377026
162_chr3,3,0,0,1,0,1,0,-2.12217292497532,0.147899912505997,1.63804278827217
162_chr3,5,0,0,1,0,1,0,-2.42609771493265,-2.12217292497532,1.39850060436468
162_chr3,9,0,0,1,0,1,0,-3.01100776276773,-2.42609771493265,1.04497641005588
162_chr3,12,0,0,1,0,1,0,-3.34961620005592,-3.01100776276773,0.897250321665662
162_chr3,14,0,0,1,0,1,0,-3.55080678156445,-3.34961620005592,0.827054677549017
162_chr3,16,0,0,1,0,1,0,-3.62100729182381,-3.55080678156445,0.769651728568235
162_chr3,17,0,0,1,0,1,0,-3.62988028387109,-3.62100729182381,0.742896016463864
162_chr3,19,0,0,1,0,1,0,-3.65087663551587,-3.62988028387109,0.68985729843613
162_chr3,20,0,0,1,0,1,0,-Inf,-3.65087663551587,0.663888944419918
162_chr4,1,1,0,0,0,1,0,-2.20879407989153,Inf,0.702941469396115
162_chr4,2,1,1,0,0,1,1,-2.92763905719299,-2.20879407989153,0.593108450864857
162_chr4,3,1,1,0,0,1,1,-3.28663078484156,-2.92763905719299,0.539585196430443
162_chr4,5,1,1,0,0,1,1,-3.50909324362985,-3.28663078484156,0.464826041803283
162_chr4,6,1,1,0,0,1,1,-3.68812725551073,-3.50909324362985,0.4349020058543
162_chr4,7,1,1,0,0,1,1,-3.69602181515593,-3.68812725551073,0.409883193814912
162_chr4,8,1,1,0,0,1,1,-4.26331573563355,-3.69602181515593,0.385061116689887
162_chr4,12,1,1,0,0,1,1,-4.27780862804757,-4.26331573563355,0.32875890015338
162_chr4,14,1,1,0,0,1,1,-4.36446624323298,-4.27780862804757,0.301012840614951
162_chr4,15,1,1,0,0,1,1,-4.36982246659811,-4.36446624323298,0.28829139709496
162_chr4,16,1,1,0,0,1,1,-4.46928771256038,-4.36982246659811,0.275637910309795
162_chr4,17,1,1,0,0,1,1,-4.50509498023073,-4.46928771256038,0.264182437775385
162_chr4,19,1,1,0,0,1,1,-4.50558622130056,-4.50509498023073,0.242077357047045
162_chr4,20,1,1,0,0,1,1,-Inf,-4.50558622130056,0.231030244811259
162_chr11,1,1,0,0,0,1,0,1.29870702595228,Inf,5.75341762385689
162_chr11,2,1,1,0,0,1,1,-1.47374467621454,1.29870702595228,2.08886219579188
162_chr11,3,1,1,0,0,1,1,-1.67785611685748,-1.47374467621454,1.85979609703446
162_chr11,4,1,1,0,0,1,1,-2.15773189427395,-1.67785611685748,1.67302212835408
162_chr11,6,1,1,0,0,1,1,-2.20887584483612,-2.15773189427395,1.44184815342697
162_chr11,8,1,1,0,0,1,1,-2.56567903625708,-2.20887584483612,1.22220007661153
162_chr11,9,1,1,0,0,1,1,-2.82132863922273,-2.56567903625708,1.14533310835343
162_chr11,11,1,1,0,0,1,1,-2.92354672640161,-2.82132863922273,1.02627950734761
162_chr11,13,1,1,0,0,1,1,-3.04462734767559,-2.92354672640161,0.918794031167324
162_chr11,16,1,1,0,0,1,1,-3.10479757966043,-3.04462734767559,0.775951874660083
162_chr11,17,1,1,0,0,1,1,-3.2003915728065,-3.10479757966043,0.731118281788167
162_chr11,19,1,1,0,0,1,1,-3.31123365328694,-3.2003915728065,0.649625790323433
162_chr11,20,1,1,0,0,1,1,-Inf,-3.31123365328694,0.613154637091903
162_chr17,1,0,0,1,1,1,1,1.73395019706197,Inf,7.48916146745797
162_chr17,2,0,0,1,0,1,0,-1.73675684913859,1.73395019706197,1.82618179798619
162_chr17,4,0,0,1,0,1,0,-2.56446419939607,-1.73675684913859,1.4740006703495
162_chr17,6,0,0,1,0,1,0,-2.6011770728739,-2.56446419939607,1.32007985869201
162_chr17,8,0,0,1,0,1,0,-2.88622571827422,-2.6011770728739,1.17170745022595
162_chr17,9,0,0,1,0,1,0,-3.02481378819151,-2.88622571827422,1.11592108098514
162_chr17,12,0,0,1,0,1,0,-3.21036413106299,-3.02481378819151,0.970220488530205
162_chr17,14,0,0,1,0,1,0,-3.22190946950119,-3.21036413106299,0.889536646828829
162_chr17,15,0,0,1,0,1,0,-3.48930207005393,-3.22190946950119,0.849657808740137
162_chr17,16,0,0,1,0,1,0,-3.51471942141989,-3.48930207005393,0.819135641666539
162_chr17,18,0,0,1,0,1,0,-3.52617140287861,-3.51471942141989,0.759623340223621
162_chr17,20,0,0,1,0,1,0,-Inf,-3.52617140287861,0.700788684951727
163_chr1,1,1,0,0,0,1,0,-0.6459754379189,Inf,2.82534635393258
163_chr1,3,1,1,0,0,1,1,-1.71597160897475,-0.6459754379189,1.77704432215261
163_chr1,4,1,1,0,0,1,1,-2.5212001071717,-1.71597160897475,1.59725537088814
163_chr1,5,1,1,0,0,1,1,-3.01871827081578,-2.5212001071717,1.5168922663716
163_chr1,6,1,1,0,0,1,1,-3.43234491439715,-3.01871827081578,1.46802845796061
163_chr1,7,1,1,0,0,1,1,-3.71837463615707,-3.43234491439715,1.43571737281916
163_chr1,8,1,1,0,0,1,1,-3.74754318698115,-3.71837463615707,1.41144398393028
163_chr1,10,1,1,0,0,1,1,-3.74872890308492,-3.74754318698115,1.36429279274208
163_chr1,12,1,1,0,0,1,1,-3.93389736375231,-3.74872890308492,1.31719747634822
163_chr1,14,1,1,0,0,1,1,-4.02433387555147,-3.93389736375231,1.27806295032761
163_chr1,16,1,1,0,0,1,1,-4.06649065729544,-4.02433387555147,1.2423122955657
163_chr1,17,1,1,0,0,1,1,-4.08568658071838,-4.06649065729544,1.22517487136815
163_chr1,19,1,1,0,0,1,1,-4.09899187765356,-4.08568658071838,1.19155168569389
163_chr1,20,1,1,0,0,1,1,-Inf,-4.09899187765356,1.17496229458339
163_chr2,1,1,0,0,0,1,0,-3.20695412209902,Inf,1.48124551951952
163_chr2,3,1,0,0,0,1,0,-3.4917937363771,-3.20695412209902,1.40028607555867
163_chr2,5,1,1,0,0,1,1,-3.71578474530742,-3.4917937363771,1.33939365418652
163_chr2,8,1,1,0,0,1,1,-3.76339772476124,-3.71578474530742,1.26638464680367
163_chr2,9,1,1,0,0,1,1,-3.76347506815507,-3.76339772476124,1.24317988392211
163_chr2,12,1,1,0,0,1,1,-3.92021057885778,-3.76347506815507,1.17357097927455
163_chr2,14,1,1,0,0,1,1,-3.93606884098917,-3.92021057885778,1.13389714513618
163_chr2,15,1,1,0,0,1,1,-4.07109829501921,-3.93606884098917,1.11437232589258
163_chr2,17,1,1,0,0,1,1,-4.10057806110849,-4.07109829501921,1.08025504030699
163_chr2,19,1,1,0,0,1,1,-4.21087516821032,-4.10057806110849,1.04712884400493
163_chr2,20,1,1,0,0,1,1,-Inf,-4.21087516821032,1.03229546305255
163_chr3,1,1,0,0,0,1,0,-2.69444234525251,Inf,0.807368531128405
163_chr3,2,1,1,0,0,1,1,-3.27340680805542,-2.69444234525251,0.739788473520249
163_chr3,3,1,1,0,0,1,1,-3.69837027109808,-3.27340680805542,0.701911306739466
163_chr3,4,1,1,0,0,1,1,-3.83743629293836,-3.69837027109808,0.677147454772593
