sequenceID,min.log.lambda,max.log.lambda,possible.fp,fp,possible.fn,fn,labels,errors
139_chr11,-3.34176656444729,-2.91901687306357,0,0,1,0,1,0
139_chr11,-3.4640318265584,-3.34176656444729,0,0,1,0,1,0
139_chr11,-3.69646719867937,-3.4640318265584,0,0,1,0,1,0
139_chr11,-4.04424335308592,-3.69646719867937,0,0,1,0,1,0
139_chr11,-4.30498874463886,-4.04424335308592,0,0,1,0,1,0
139_chr11,-Inf,-4.30498874463886,0,0,1,0,1,0
139_chr17,0.522616286838423,Inf,0,0,1,1,1,1
139_chr17,-2.86500404125474,0.522616286838423,0,0,1,0,1,0
139_chr17,-3.12341914605512,-2.86500404125474,0,0,1,0,1,0
139_chr17,-3.31555299627225,-3.12341914605512,0,0,1,0,1,0
139_chr17,-3.47770965382689,-3.31555299627225,0,0,1,0,1,0
139_chr17,-3.67464341199264,-3.47770965382689,0,0,1,0,1,0
139_chr17,-4.31310945406884,-3.67464341199264,0,0,1,0,1,0
139_chr17,-4.359100142048,-4.31310945406884,0,0,1,0,1,0
139_chr17,-4.49836421550361,-4.359100142048,0,0,1,0,1,0
139_chr17,-4.59540728429697,-4.49836421550361,0,0,1,0,1,0
139_chr17,-4.65171088210893,-4.59540728429697,0,0,1,0,1,0
139_chr17,-4.66766014020579,-4.65171088210893,0,0,1,0,1,0
139_chr17,-Inf,-4.66766014020579,0,0,1,0,1,0
140_chr1,-0.334239813461672,Inf,1,0,0,0,1,0
140_chr1,-2.99817756191121,-0.334239813461672,1,1,0,0,1,1
140_chr1,-3.05977423027865,-2.99817756191121,1,1,0,0,1,1
140_chr1,-3.48417221814795,-3.05977423027865,1,1,0,0,1,1
140_chr1,-3.5298478463279,-3.48417221814795,1,1,0,0,1,1
140_chr1,-3.59328311125869,-3.5298478463279,1,1,0,0,1,1
140_chr1,-3.69582710917962,-3.59328311125869,1,1,0,0,1,1
140_chr1,-3.70240405392901,-3.69582710917962,1,1,0,0,1,1
140_chr1,-3.72897764336049,-3.70240405392901,1,1,0,0,1,1
140_chr1,-3.82350650023276,-3.72897764336049,1,1,0,0,1,1
140_chr1,-3.98879630003874,-3.82350650023276,1,1,0,0,1,1
140_chr1,-4.02152884314912,-3.98879630003874,1,1,0,0,1,1
140_chr1,-4.06678283312521,-4.02152884314912,1,1,0,0,1,1
140_chr1,-Inf,-4.06678283312521,1,1,0,0,1,1
140_chr2,0.532141621744562,Inf,0,0,1,1,1,1
140_chr2,-3.05787970599857,0.532141621744562,0,0,1,0,1,0
140_chr2,-3.30978442321368,-3.05787970599857,0,0,1,0,1,0
140_chr2,-3.35645925701045,-3.30978442321368,0,0,1,0,1,0
140_chr2,-3.41620846544474,-3.35645925701045,0,0,1,0,1,0
140_chr2,-3.71119027995723,-3.41620846544474,0,0,1,0,1,0
140_chr2,-3.79236438197086,-3.71119027995723,0,0,1,0,1,0
140_chr2,-3.82812944754763,-3.79236438197086,0,0,1,0,1,0
140_chr2,-3.87465590435207,-3.82812944754763,0,0,1,0,1,0
140_chr2,-3.9192742378898,-3.87465590435207,0,0,1,0,1,0
140_chr2,-Inf,-3.9192742378898,0,0,1,0,1,0
140_chr3,-2.24966200786092,Inf,1,0,0,0,1,0
140_chr3,-2.66845849748563,-2.24966200786092,1,1,0,0,1,1
140_chr3,-2.72909094275672,-2.66845849748563,1,1,0,0,1,1
140_chr3,-2.90337229317595,-2.72909094275672,1,1,0,0,1,1
140_chr3,-2.94576248027825,-2.90337229317595,1,1,0,0,1,1
140_chr3,-3.18696330980892,-2.94576248027825,1,1,0,0,1,1
140_chr3,-3.19438226031387,-3.18696330980892,1,1,0,0,1,1
140_chr3,-3.40064789053837,-3.19438226031387,1,1,0,0,1,1
140_chr3,-3.62990842016753,-3.40064789053837,1,1,0,0,1,1
140_chr3,-3.63965731430368,-3.62990842016753,1,1,0,0,1,1
140_chr3,-3.66867870704172,-3.63965731430368,1,1,0,0,1,1
140_chr3,-Inf,-3.66867870704172,1,1,0,0,1,1
140_chr4,-1.46271535098432,Inf,1,0,0,0,1,0
140_chr4,-1.8790573161892,-1.46271535098432,1,1,0,0,1,1
140_chr4,-3.34263469122078,-1.8790573161892,1,1,0,0,1,1
140_chr4,-3.36802037319551,-3.34263469122078,1,1,0,0,1,1
140_chr4,-3.38623852779787,-3.36802037319551,1,1,0,0,1,1
140_chr4,-3.49025003942333,-3.38623852779787,1,1,0,0,1,1
140_chr4,-3.79311083076461,-3.49025003942333,1,1,0,0,1,1
140_chr4,-3.97139003711769,-3.79311083076461,1,1,0,0,1,1
140_chr4,-4.10944598922221,-3.97139003711769,1,1,0,0,1,1
140_chr4,-4.14417793336535,-4.10944598922221,1,1,0,0,1,1
140_chr4,-Inf,-4.14417793336535,1,1,0,0,1,1
140_chr11,-2.23242828614878,Inf,1,0,0,0,1,0
140_chr11,-2.28085279760739,-2.23242828614878,1,0,0,0,1,0
140_chr11,-2.38595983334834,-2.28085279760739,1,1,0,0,1,1
140_chr11,-2.75711354704109,-2.38595983334834,1,1,0,0,1,1
140_chr11,-2.99209105462222,-2.75711354704109,1,1,0,0,1,1
140_chr11,-3.1029259725612,-2.99209105462222,1,1,0,0,1,1
140_chr11,-3.35955820176548,-3.1029259725612,1,1,0,0,1,1
140_chr11,-3.49482329231337,-3.35955820176548,1,1,0,0,1,1
140_chr11,-3.60071256856921,-3.49482329231337,1,1,0,0,1,1
140_chr11,-3.71708837706712,-3.60071256856921,1,1,0,0,1,1
140_chr11,-3.77743879596085,-3.71708837706712,1,1,0,0,1,1
140_chr11,-4.17092313644331,-3.77743879596085,1,1,0,0,1,1
140_chr11,-4.23769863539659,-4.17092313644331,1,1,0,0,1,1
140_chr11,-Inf,-4.23769863539659,1,1,0,0,1,1
140_chr17,-1.79529054352186,Inf,1,0,0,0,1,0
140_chr17,-2.54449477453092,-1.79529054352186,1,1,0,0,1,1
140_chr17,-2.66057225619984,-2.54449477453092,1,1,0,0,1,1
140_chr17,-2.78641019711503,-2.66057225619984,1,1,0,0,1,1
140_chr17,-2.86285356516256,-2.78641019711503,1,1,0,0,1,1
140_chr17,-2.90994223723997,-2.86285356516256,1,1,0,0,1,1
140_chr17,-2.95415577718143,-2.90994223723997,1,1,0,0,1,1
140_chr17,-3.01746683754932,-2.95415577718143,1,1,0,0,1,1
140_chr17,-3.06057776879247,-3.01746683754932,1,1,0,0,1,1
140_chr17,-3.18357275922687,-3.06057776879247,1,1,0,0,1,1
140_chr17,-3.19004480559595,-3.18357275922687,1,1,0,0,1,1
140_chr17,-3.26769673115277,-3.19004480559595,1,1,0,0,1,1
140_chr17,-3.33867386251594,-3.26769673115277,1,1,0,0,1,1
140_chr17,-Inf,-3.33867386251594,1,1,0,0,1,1
141_chr1,-0.785454986419289,Inf,1,0,0,0,1,0
141_chr1,-2.10351100268058,-0.785454986419289,1,0,0,0,1,0
141_chr1,-2.1931511859597,-2.10351100268058,1,1,0,0,1,1
141_chr1,-3.24407783273483,-2.1931511859597,1,1,0,0,1,1
141_chr1,-3.55466091585651,-3.24407783273483,1,1,0,0,1,1
141_chr1,-3.69172083894466,-3.55466091585651,1,1,0,0,1,1
141_chr1,-3.76994992000614,-3.69172083894466,1,1,0,0,1,1
141_chr1,-3.81145401288458,-3.76994992000614,1,1,0,0,1,1
141_chr1,-4.00809610752739,-3.81145401288458,1,1,0,0,1,1
141_chr1,-4.00902362035905,-4.00809610752739,1,1,0,0,1,1
141_chr1,-4.07971668982655,-4.00902362035905,1,1,0,0,1,1
141_chr1,-Inf,-4.07971668982655,1,1,0,0,1,1
141_chr2,-0.828177236086165,Inf,0,0,1,1,1,1
141_chr2,-1.1491053105562,-0.828177236086165,0,0,1,0,1,0
141_chr2,-1.46116630328392,-1.1491053105562,0,0,1,0,1,0
141_chr2,-1.89829246880755,-1.46116630328392,0,0,1,0,1,0
141_chr2,-2.28121572105628,-1.89829246880755,0,0,1,0,1,0
141_chr2,-2.6521330272197,-2.28121572105628,0,0,1,0,1,0
141_chr2,-2.7075734070513,-2.6521330272197,0,0,1,0,1,0
141_chr2,-2.73463134993778,-2.7075734070513,0,0,1,0,1,0
141_chr2,-2.78695255374124,-2.73463134993778,0,0,1,0,1,0
141_chr2,-3.02650286042663,-2.78695255374124,0,0,1,0,1,0
141_chr2,-3.08936836293909,-3.02650286042663,0,0,1,0,1,0
141_chr2,-3.09762256296651,-3.08936836293909,0,0,1,0,1,0
141_chr2,-3.10891313526202,-3.09762256296651,0,0,1,0,1,0
141_chr2,-3.21142302288006,-3.10891313526202,0,0,1,0,1,0
141_chr2,-Inf,-3.21142302288006,0,0,1,0,1,0
141_chr3,-2.38680971083031,Inf,1,0,0,0,1,0
141_chr3,-2.64821048747269,-2.38680971083031,1,1,0,0,1,1
141_chr3,-2.87098906390001,-2.64821048747269,1,1,0,0,1,1
141_chr3,-3.38898513262844,-2.87098906390001,1,1,0,0,1,1
141_chr3,-3.42989081715764,-3.38898513262844,1,1,0,0,1,1
141_chr3,-3.46069119160396,-3.42989081715764,1,1,0,0,1,1
141_chr3,-3.58759276984203,-3.46069119160396,1,1,0,0,1,1
141_chr3,-3.8397945652191,-3.58759276984203,1,1,0,0,1,1
141_chr3,-3.94549219814495,-3.8397945652191,1,1,0,0,1,1
141_chr3,-4.01005418657844,-3.94549219814495,1,1,0,0,1,1
141_chr3,-4.06601736047934,-4.01005418657844,1,1,0,0,1,1
141_chr3,-Inf,-4.06601736047934,1,1,0,0,1,1
141_chr4,-1.87445115597226,Inf,1,0,0,0,1,0
141_chr4,-2.02498427696404,-1.87445115597226,1,1,0,0,1,1
141_chr4,-2.91076856992945,-2.02498427696404,1,1,0,0,1,1
141_chr4,-3.02297619506917,-2.91076856992945,1,1,0,0,1,1
141_chr4,-3.2236375099383,-3.02297619506917,1,1,0,0,1,1
141_chr4,-3.4528423231272,-3.2236375099383,1,1,0,0,1,1
141_chr4,-3.58268584903494,-3.4528423231272,1,1,0,0,1,1
141_chr4,-3.60035741301085,-3.58268584903494,1,1,0,0,1,1
141_chr4,-3.60782099309675,-3.60035741301085,1,1,0,0,1,1
141_chr4,-3.81988928187426,-3.60782099309675,1,1,0,0,1,1
141_chr4,-3.89563121152968,-3.81988928187426,1,1,0,0,1,1
141_chr4,-Inf,-3.89563121152968,1,1,0,0,1,1
141_chr11,-1.06227645830503,Inf,1,0,0,0,1,0
141_chr11,-1.63338535601305,-1.06227645830503,1,0,0,0,1,0
141_chr11,-2.48374869783342,-1.63338535601305,1,0,0,0,1,0
141_chr11,-2.93704217158373,-2.48374869783342,1,1,0,0,1,1
141_chr11,-3.08963016771195,-2.93704217158373,1,1,0,0,1,1
141_chr11,-3.35848749055908,-3.08963016771195,1,1,0,0,1,1
141_chr11,-3.54582636016535,-3.35848749055908,1,1,0,0,1,1
141_chr11,-3.59238550600774,-3.54582636016535,1,1,0,0,1,1
141_chr11,-3.60223948666556,-3.59238550600774,1,1,0,0,1,1
141_chr11,-3.72449196793233,-3.60223948666556,1,1,0,0,1,1
141_chr11,-3.78113188392341,-3.72449196793233,1,1,0,0,1,1
141_chr11,-Inf,-3.78113188392341,1,1,0,0,1,1
141_chr17,-2.21910745587467,Inf,1,0,0,0,1,0
141_chr17,-2.75831120188433,-2.21910745587467,1,1,0,0,1,1
141_chr17,-3.08873577085465,-2.75831120188433,1,1,0,0,1,1
141_chr17,-3.12409435008588,-3.08873577085465,1,1,0,0,1,1
141_chr17,-3.1869898677804,-3.12409435008588,1,1,0,0,1,1
141_chr17,-3.22328856229349,-3.1869898677804,1,1,0,0,1,1
141_chr17,-3.35623902466382,-3.22328856229349,1,1,0,0,1,1
141_chr17,-3.4583666146979,-3.35623902466382,1,1,0,0,1,1
141_chr17,-3.60357745430947,-3.4583666146979,1,1,0,0,1,1
141_chr17,-3.65411407822778,-3.60357745430947,1,1,0,0,1,1
141_chr17,-3.75470925142697,-3.65411407822778,1,1,0,0,1,1
141_chr17,-Inf,-3.75470925142697,1,1,0,0,1,1
142_chr1,0.366786934929725,Inf,1,0,0,0,1,0
142_chr1,0.291657352145271,0.366786934929725,1,1,0,0,1,1
142_chr1,-0.455828209480285,0.291657352145271,1,1,0,0,1,1
142_chr1,-0.670143121051828,-0.455828209480285,1,1,0,0,1,1
142_chr1,-0.68619339129663,-0.670143121051828,1,1,0,0,1,1
142_chr1,-1.33896367922385,-0.68619339129663,1,1,0,0,1,1
142_chr1,-1.42343629104968,-1.33896367922385,1,1,0,0,1,1
142_chr1,-1.59221306192123,-1.42343629104968,1,1,0,0,1,1
142_chr1,-1.71626117493785,-1.59221306192123,1,1,0,0,1,1
142_chr1,-1.81123251681273,-1.71626117493785,1,1,0,0,1,1
142_chr1,-1.82928428682993,-1.81123251681273,1,1,0,0,1,1
142_chr1,-1.8581558477877,-1.82928428682993,1,1,0,0,1,1
142_chr1,-1.91445910054773,-1.8581558477877,1,1,0,0,1,1
142_chr1,-Inf,-1.91445910054773,1,1,0,0,1,1
142_chr2,-0.982407561651588,Inf,1,0,0,0,1,0
142_chr2,-1.41361146415563,-0.982407561651588,1,1,0,0,1,1
142_chr2,-1.50052110304524,-1.41361146415563,1,1,0,0,1,1
142_chr2,-1.51902435627313,-1.50052110304524,1,1,0,0,1,1
142_chr2,-1.60980361112801,-1.51902435627313,1,1,0,0,1,1
142_chr2,-1.62312541954187,-1.60980361112801,1,1,0,0,1,1
142_chr2,-1.64368272442502,-1.62312541954187,1,1,0,0,1,1
142_chr2,-1.65654327226022,-1.64368272442502,1,1,0,0,1,1
142_chr2,-1.68746556422852,-1.65654327226022,1,1,0,0,1,1
142_chr2,-1.71521247683179,-1.68746556422852,1,1,0,0,1,1
142_chr2,-1.72665891302535,-1.71521247683179,1,1,0,0,1,1
142_chr2,-1.80887736588575,-1.72665891302535,1,1,0,0,1,1
142_chr2,-2.23524911612101,-1.80887736588575,1,1,0,0,1,1
142_chr2,-Inf,-2.23524911612101,1,1,0,0,1,1
142_chr3,-1.62300220854809,Inf,1,0,0,0,1,0
142_chr3,-1.63274111082483,-1.62300220854809,1,1,0,0,1,1
142_chr3,-1.7743753894943,-1.63274111082483,1,1,0,0,1,1
142_chr3,-1.79491300569323,-1.7743753894943,1,1,0,0,1,1
142_chr3,-1.84181957988433,-1.79491300569323,1,1,0,0,1,1
142_chr3,-1.87153177399195,-1.84181957988433,1,1,0,0,1,1
142_chr3,-1.93087088460331,-1.87153177399195,1,1,0,0,1,1
142_chr3,-2.0487455269112,-1.93087088460331,1,1,0,0,1,1
142_chr3,-Inf,-2.0487455269112,1,1,0,0,1,1
142_chr4,-0.54848642936199,Inf,1,0,0,0,1,0
142_chr4,-0.83807665861561,-0.54848642936199,1,1,0,0,1,1
142_chr4,-1.15976387500097,-0.83807665861561,1,1,0,0,1,1
142_chr4,-1.34762303625844,-1.15976387500097,1,1,0,0,1,1
142_chr4,-1.69791540029661,-1.34762303625844,1,1,0,0,1,1
142_chr4,-1.70110675067517,-1.69791540029661,1,1,0,0,1,1
142_chr4,-1.92631092969501,-1.70110675067517,1,1,0,0,1,1
142_chr4,-2.04001056544243,-1.92631092969501,1,1,0,0,1,1
142_chr4,-2.05336114996747,-2.04001056544243,1,1,0,0,1,1
142_chr4,-2.09438356720687,-2.05336114996747,1,1,0,0,1,1
142_chr4,-2.11272529760534,-2.09438356720687,1,1,0,0,1,1
142_chr4,-2.23743587945156,-2.11272529760534,1,1,0,0,1,1
142_chr4,-2.30119216058312,-2.23743587945156,1,1,0,0,1,1
142_chr4,-Inf,-2.30119216058312,1,1,0,0,1,1
142_chr11,-0.701089942051018,Inf,1,0,0,0,1,0
142_chr11,-1.46486284055587,-0.701089942051018,1,1,0,0,1,1
142_chr11,-1.69348358939011,-1.46486284055587,1,1,0,0,1,1
142_chr11,-1.71889769152439,-1.69348358939011,1,1,0,0,1,1
142_chr11,-1.79232646368609,-1.71889769152439,1,1,0,0,1,1
142_chr11,-1.90254334635614,-1.79232646368609,1,1,0,0,1,1
142_chr11,-1.91944480114169,-1.90254334635614,1,1,0,0,1,1
142_chr11,-2.03755317180327,-1.91944480114169,1,1,0,0,1,1
142_chr11,-2.2989878395675,-2.03755317180327,1,1,0,0,1,1
142_chr11,-Inf,-2.2989878395675,1,1,0,0,1,1
142_chr17,-0.135288942518182,Inf,1,0,0,0,1,0
142_chr17,-0.951910634183516,-0.135288942518182,1,1,0,0,1,1
142_chr17,-1.49991903772447,-0.951910634183516,1,1,0,0,1,1
142_chr17,-1.88018138776957,-1.49991903772447,1,1,0,0,1,1
142_chr17,-1.97097980541614,-1.88018138776957,1,1,0,0,1,1
142_chr17,-2.25522321034937,-1.97097980541614,1,1,0,0,1,1
142_chr17,-2.35024763296298,-2.25522321034937,1,1,0,0,1,1
142_chr17,-2.38843674174409,-2.35024763296298,1,1,0,0,1,1
142_chr17,-2.58874573457659,-2.38843674174409,1,1,0,0,1,1
142_chr17,-2.60680969023914,-2.58874573457659,1,1,0,0,1,1
142_chr17,-2.75826870191157,-2.60680969023914,1,1,0,0,1,1
142_chr17,-Inf,-2.75826870191157,1,1,0,0,1,1
143_chr1,-1.22641070047457,Inf,1,0,0,0,1,0
143_chr1,-2.02921051510784,-1.22641070047457,1,1,0,0,1,1
143_chr1,-2.54934284134471,-2.02921051510784,1,1,0,0,1,1
143_chr1,-2.62047477389417,-2.54934284134471,1,1,0,0,1,1
143_chr1,-2.7534117223613,-2.62047477389417,1,1,0,0,1,1
143_chr1,-2.77685912395698,-2.7534117223613,1,1,0,0,1,1
143_chr1,-2.85368199442983,-2.77685912395698,1,1,0,0,1,1
143_chr1,-2.864512788043,-2.85368199442983,1,1,0,0,1,1
143_chr1,-2.89978996908719,-2.864512788043,1,1,0,0,1,1
143_chr1,-2.9960370554981,-2.89978996908719,1,1,0,0,1,1
143_chr1,-3.0935091666043,-2.9960370554981,1,1,0,0,1,1
143_chr1,-3.48024475246082,-3.0935091666043,1,1,0,0,1,1
143_chr1,-Inf,-3.48024475246082,1,1,0,0,1,1
143_chr2,-1.64891680876728,Inf,1,0,0,0,1,0
143_chr2,-1.90110500022966,-1.64891680876728,1,1,0,0,1,1
143_chr2,-2.08931341374767,-1.90110500022966,1,1,0,0,1,1
143_chr2,-2.85929775216721,-2.08931341374767,1,1,0,0,1,1
143_chr2,-2.96637742478434,-2.85929775216721,1,1,0,0,1,1
143_chr2,-2.99690757285508,-2.96637742478434,1,1,0,0,1,1
143_chr2,-3.19817922662632,-2.99690757285508,1,1,0,0,1,1
143_chr2,-3.2228564598793,-3.19817922662632,1,1,0,0,1,1
143_chr2,-3.27577419830154,-3.2228564598793,1,1,0,0,1,1
143_chr2,-3.36485367481706,-3.27577419830154,1,1,0,0,1,1
143_chr2,-3.37936132950361,-3.36485367481706,1,1,0,0,1,1
143_chr2,-3.65473921228873,-3.37936132950361,1,1,0,0,1,1
143_chr2,-3.84484994337936,-3.65473921228873,1,1,0,0,1,1
143_chr2,-Inf,-3.84484994337936,1,1,0,0,1,1
143_chr3,-2.1820313546334,Inf,1,0,0,0,1,0
143_chr3,-2.25246812218728,-2.1820313546334,1,1,0,0,1,1
143_chr3,-2.46337098419151,-2.25246812218728,1,1,0,0,1,1
143_chr3,-2.65577946444846,-2.46337098419151,1,1,0,0,1,1
143_chr3,-2.69846345788358,-2.65577946444846,1,1,0,0,1,1
143_chr3,-2.83695557270569,-2.69846345788358,1,1,0,0,1,1
143_chr3,-3.00955931290482,-2.83695557270569,1,1,0,0,1,1
143_chr3,-3.11035842200821,-3.00955931290482,1,1,0,0,1,1
143_chr3,-3.11783169744019,-3.11035842200821,1,1,0,0,1,1
143_chr3,-Inf,-3.11783169744019,1,1,0,0,1,1
143_chr4,-1.71015718489975,Inf,1,0,0,0,1,0
143_chr4,-1.78499979065803,-1.71015718489975,1,0,0,0,1,0
143_chr4,-2.70295215389756,-1.78499979065803,1,1,0,0,1,1
143_chr4,-2.87130528249339,-2.70295215389756,1,1,0,0,1,1
143_chr4,-3.06447662034205,-2.87130528249339,1,1,0,0,1,1
143_chr4,-3.08950297545258,-3.06447662034205,1,1,0,0,1,1
143_chr4,-3.13166493176132,-3.08950297545258,1,1,0,0,1,1
143_chr4,-3.28139878846735,-3.13166493176132,1,1,0,0,1,1
143_chr4,-3.42088630514273,-3.28139878846735,1,1,0,0,1,1
143_chr4,-3.59561893987108,-3.42088630514273,1,1,0,0,1,1
143_chr4,-3.6085194707381,-3.59561893987108,1,1,0,0,1,1
143_chr4,-3.80071691151815,-3.6085194707381,1,1,0,0,1,1
143_chr4,-Inf,-3.80071691151815,1,1,0,0,1,1
143_chr11,-2.45280308248774,Inf,1,0,0,0,1,0
143_chr11,-2.65344805665949,-2.45280308248774,1,0,0,0,1,0
143_chr11,-2.67319899667167,-2.65344805665949,1,1,0,0,1,1
143_chr11,-2.69563860914331,-2.67319899667167,1,1,0,0,1,1
143_chr11,-2.93439487381565,-2.69563860914331,1,1,0,0,1,1
143_chr11,-3.05802121458939,-2.93439487381565,1,1,0,0,1,1
143_chr11,-3.20800853409556,-3.05802121458939,1,1,0,0,1,1
143_chr11,-3.22651149962591,-3.20800853409556,1,1,0,0,1,1
143_chr11,-3.4062907291565,-3.22651149962591,1,1,0,0,1,1
143_chr11,-3.54234002030882,-3.4062907291565,1,1,0,0,1,1
143_chr11,-3.57851674754413,-3.54234002030882,1,1,0,0,1,1
143_chr11,-3.85464641887312,-3.57851674754413,1,1,0,0,1,1
143_chr11,-Inf,-3.85464641887312,1,1,0,0,1,1
143_chr17,-2.43198493524015,Inf,1,0,0,0,1,0
143_chr17,-2.56114269435364,-2.43198493524015,1,1,0,0,1,1
143_chr17,-3.06603274140111,-2.56114269435364,1,1,0,0,1,1
143_chr17,-3.22563926099626,-3.06603274140111,1,1,0,0,1,1
143_chr17,-3.36599436751663,-3.22563926099626,1,1,0,0,1,1
143_chr17,-3.56047133126717,-3.36599436751663,1,1,0,0,1,1
143_chr17,-3.66758858282048,-3.56047133126717,1,1,0,0,1,1
143_chr17,-3.6890212342822,-3.66758858282048,1,1,0,0,1,1
143_chr17,-3.76509246304799,-3.6890212342822,1,1,0,0,1,1
143_chr17,-3.77348332286443,-3.76509246304799,1,1,0,0,1,1
143_chr17,-3.89037375486386,-3.77348332286443,1,1,0,0,1,1
143_chr17,-4.00805389425956,-3.89037375486386,1,1,0,0,1,1
143_chr17,-Inf,-4.00805389425956,1,1,0,0,1,1
144_chr1,4.4125860371458,Inf,0,0,1,1,1,1
144_chr1,1.30285101216157,4.4125860371458,0,0,1,0,1,0
144_chr1,-0.960928068629606,1.30285101216157,0,0,1,0,1,0
144_chr1,-1.31301330767588,-0.960928068629606,0,0,1,0,1,0
144_chr1,-1.50169596831029,-1.31301330767588,0,0,1,0,1,0
144_chr1,-1.65194532234875,-1.50169596831029,0,0,1,0,1,0
144_chr1,-1.70234580193531,-1.65194532234875,0,0,1,0,1,0
144_chr1,-1.85846536454878,-1.70234580193531,0,0,1,0,1,0
144_chr1,-1.86561731563043,-1.85846536454878,0,0,1,0,1,0
144_chr1,-1.92346168101182,-1.86561731563043,0,0,1,0,1,0
144_chr1,-Inf,-1.92346168101182,0,0,1,0,1,0
144_chr2,2.18597014354302,Inf,0,0,1,1,1,1
144_chr2,-1.58529976862722,2.18597014354302,0,0,1,0,1,0
144_chr2,-1.75716409689326,-1.58529976862722,0,0,1,0,1,0
144_chr2,-2.28138435121326,-1.75716409689326,0,0,1,0,1,0
144_chr2,-2.33185229284254,-2.28138435121326,0,0,1,0,1,0
144_chr2,-2.44481268648923,-2.33185229284254,0,0,1,0,1,0
144_chr2,-2.49774024238755,-2.44481268648923,0,0,1,0,1,0
144_chr2,-2.5773397373742,-2.49774024238755,0,0,1,0,1,0
144_chr2,-2.68286843043735,-2.5773397373742,0,0,1,0,1,0
144_chr2,-2.69201271667509,-2.68286843043735,0,0,1,0,1,0
144_chr2,-2.74616374780054,-2.69201271667509,0,0,1,0,1,0
144_chr2,-Inf,-2.74616374780054,0,0,1,0,1,0
144_chr3,-1.66919389032921,Inf,1,0,0,0,1,0
144_chr3,-2.00878978497463,-1.66919389032921,1,0,0,0,1,0
144_chr3,-2.11065566513899,-2.00878978497463,1,1,0,0,1,1
144_chr3,-2.20871098973922,-2.11065566513899,1,1,0,0,1,1
144_chr3,-2.25860823821023,-2.20871098973922,1,1,0,0,1,1
144_chr3,-2.47070812226877,-2.25860823821023,1,1,0,0,1,1
144_chr3,-2.54307235959731,-2.47070812226877,1,1,0,0,1,1
144_chr3,-2.57979451767869,-2.54307235959731,1,1,0,0,1,1
144_chr3,-Inf,-2.57979451767869,1,1,0,0,1,1
144_chr4,-1.78197380822653,Inf,1,0,0,0,1,0
144_chr4,-2.12938347330597,-1.78197380822653,1,1,0,0,1,1
144_chr4,-2.22006729394701,-2.12938347330597,1,1,0,0,1,1
144_chr4,-2.3604722542453,-2.22006729394701,1,1,0,0,1,1
144_chr4,-2.60799240718752,-2.3604722542453,1,1,0,0,1,1
144_chr4,-3.1569562755407,-2.60799240718752,1,1,0,0,1,1
144_chr4,-3.38214242042606,-3.1569562755407,1,1,0,0,1,1
144_chr4,-3.40335224907081,-3.38214242042606,1,1,0,0,1,1
144_chr4,-3.45568469147484,-3.40335224907081,1,1,0,0,1,1
144_chr4,-3.54381576188778,-3.45568469147484,1,1,0,0,1,1
144_chr4,-3.65748540542317,-3.54381576188778,1,1,0,0,1,1
144_chr4,-3.76188384778376,-3.65748540542317,1,1,0,0,1,1
144_chr4,-Inf,-3.76188384778376,1,1,0,0,1,1
144_chr11,-0.921642837724662,Inf,1,0,0,0,1,0
144_chr11,-1.32739861084306,-0.921642837724662,1,0,0,0,1,0
144_chr11,-1.75347327032751,-1.32739861084306,1,1,0,0,1,1
144_chr11,-2.01790398993984,-1.75347327032751,1,1,0,0,1,1
144_chr11,-2.16875600705202,-2.01790398993984,1,1,0,0,1,1
144_chr11,-2.34442476271245,-2.16875600705202,1,1,0,0,1,1
144_chr11,-2.36252481670874,-2.34442476271245,1,1,0,0,1,1
144_chr11,-2.40778375888059,-2.36252481670874,1,1,0,0,1,1
144_chr11,-2.44560894427651,-2.40778375888059,1,1,0,0,1,1
144_chr11,-2.64685160869908,-2.44560894427651,1,1,0,0,1,1
144_chr11,-2.76736091224052,-2.64685160869908,1,1,0,0,1,1
144_chr11,-Inf,-2.76736091224052,1,1,0,0,1,1
144_chr17,1.66347395911281,Inf,0,0,1,1,1,1
144_chr17,0.462297970619905,1.66347395911281,0,0,1,0,1,0
144_chr17,-1.21327719703833,0.462297970619905,0,0,1,0,1,0
144_chr17,-1.42565039218637,-1.21327719703833,0,0,1,0,1,0
144_chr17,-1.7703672979574,-1.42565039218637,0,0,1,0,1,0
144_chr17,-1.94320566794842,-1.7703672979574,0,0,1,0,1,0
144_chr17,-1.99224702553125,-1.94320566794842,0,0,1,0,1,0
144_chr17,-2.29759305938213,-1.99224702553125,0,0,1,0,1,0
144_chr17,-2.31549061958978,-2.29759305938213,0,0,1,0,1,0
144_chr17,-2.32464121536412,-2.31549061958978,0,0,1,0,1,0
144_chr17,-2.38637015431507,-2.32464121536412,0,0,1,0,1,0
144_chr17,-2.52878244447102,-2.38637015431507,0,0,1,0,1,0
144_chr17,-2.62348005072293,-2.52878244447102,0,0,1,0,1,0
144_chr17,-Inf,-2.62348005072293,0,0,1,0,1,0
145_chr1,1.6244380887739,Inf,0,0,1,1,1,1
145_chr1,-2.31228856700068,1.6244380887739,0,0,1,0,1,0
145_chr1,-2.58256748269934,-2.31228856700068,0,0,1,0,1,0
145_chr1,-3.02563182665895,-2.58256748269934,0,0,1,0,1,0
145_chr1,-3.15645337995038,-3.02563182665895,0,0,1,0,1,0
145_chr1,-3.37141996280096,-3.15645337995038,0,0,1,0,1,0
